CustomerID,CustomerSegment,Frequency,FrequencyScore,Monetary,MonetaryScore,Recency,RecencyScore,RFM_SCORE
15416,Loyal Customers,192,5,3984.3199999999993,5,156,4,455
15417,Others,28,2,508.8000000000001,3,86,1,123
15419,Others,8,1,135.86,1,25,3,311
15421,Loyal Customers,53,3,950.3599999999996,4,0,5,534
15422,Others,6,1,97.7,1,324,2,211
15423,Others,2,1,43.5,1,333,2,211
15424,Others,17,2,383.34,2,255,3,322
15426,Loyal Customers,292,5,1447.39,4,20,4,454
15427,Others,306,5,1483.1399999999999,4,48,2,254
15428,Others,6,1,93.78,1,16,4,411
15429,Others,82,4,397.3499999999998,2,27,3,342
15432,Others,10,1,171.19,1,24,3,311
15433,Others,41,3,533.2999999999998,3,66,1,133
15434,Loyal Customers,55,3,1041.4800000000002,4,108,5,534
15435,Others,29,3,149.29000000000005,1,23,3,331
15436,Champions,329,5,1122.5300000000007,4,13,5,554
15437,Others,45,3,200.16000000000003,1,263,3,331
15438,Potential Loyalist,25,2,156.57999999999998,1,132,5,521
15440,Others,62,4,383.67999999999995,2,55,1,142
15442,Others,2,1,594,3,220,3,313
15443,Champions,382,5,3236.909999999999,5,13,5,555
15444,Champions,219,5,1418.2600000000016,4,10,5,554
15445,Others,5,1,113.5,1,265,3,311
15447,Others,9,1,155.17,1,331,2,211
15448,Others,28,2,494.64000000000004,3,313,2,223
15449,Others,60,4,974.52,4,27,3,344
15450,Others,30,3,429.84,2,90,1,132
15452,Others,58,4,538.73,3,60,1,143
15453,Others,286,5,1388.370000000001,4,57,1,154
15454,Others,25,2,179.10000000000002,1,363,2,221
15456,Others,60,4,447.2200000000001,2,341,2,242
15457,Others,58,4,237.07000000000002,1,263,3,341
15458,Others,7,1,161.64,1,26,3,311
15460,Others,58,4,216.76,1,355,2,241
15462,Others,11,1,234.60000000000002,1,144,5,511
15463,Lost,7,1,126.14,1,60,1,111
15464,Others,157,5,1048.8500000000006,4,223,3,354
15465,Others,97,4,7354.62,5,4,2,245
15466,Others,57,3,334.53000000000014,2,86,1,132
15467,Loyal Customers,52,3,524.88,3,10,5,533
15468,Others,24,2,467.50999999999993,2,52,2,222
15469,Others,24,2,538.55,3,32,2,223
15471,Loyal Customers,77,4,469.47999999999985,2,151,4,442
15472,Loyal Customers,76,4,371.56,2,114,5,542
15473,Others,11,1,1771.2,4,0,5,514
15475,Others,29,3,454.10999999999984,2,78,1,132
15478,Others,46,3,1441.4199999999996,4,41,2,234
15480,Loyal Customers,45,3,905.5,3,117,5,533
15482,Loyal Customers,98,4,11054.960000000003,5,16,4,445
15483,Others,88,4,233.81000000000006,1,267,3,341
15484,Loyal Customers,188,5,3594.3099999999995,5,19,4,455
15485,Others,86,4,2575,5,90,1,145
15488,Others,2,1,91.32000000000001,1,123,5,511
15489,Others,50,3,1134.28,4,5,2,234
15491,Champions,154,5,3100.0900000000015,5,101,5,555
15492,Others,35,3,659.4599999999999,3,29,3,333
15493,Loyal Customers,297,5,2001.800000000005,4,150,4,454
15494,Others,125,5,1299.230000000001,4,22,3,354
15497,Potential Loyalist,15,2,1262.2,4,18,4,424
15498,Others,512,5,13316.399999999992,5,5,2,255
15500,Loyal Customers,68,4,1131.5600000000004,4,19,4,444
15502,Loyal Customers,213,5,10384.93,5,16,4,455
15503,Others,70,4,147.09000000000003,1,363,2,241
15504,Lost,13,1,52.83000000000001,1,82,1,111
15505,Others,97,4,3610.9600000000005,5,53,2,245
15506,Others,164,5,979.2600000000004,4,23,3,354
15507,Loyal Customers,46,3,492.35999999999996,3,172,4,433
15508,Others,92,4,1000.2700000000002,4,226,3,344
15510,Others,1,1,250,1,331,2,211
15511,Loyal Customers,160,5,909.2300000000001,3,12,5,553
15512,Others,7,1,121,1,156,4,411
15513,Others,308,5,14758.219999999998,5,5,2,255
15514,Champions,178,5,4139.460000000002,5,13,5,555
15516,Others,15,2,62.43,1,45,2,221
15517,Others,27,2,267.03000000000003,2,234,3,322
15518,Others,214,5,1942.4500000000012,4,39,2,254
15520,Potential Loyalist,18,2,343.49999999999994,2,120,5,522
15521,Others,185,5,3000.2000000000007,5,35,2,255
15522,Others,57,3,398.84,2,88,1,132
15523,Lost,10,1,412.00999999999993,2,85,1,112
15524,Others,1,1,440,2,25,3,312
15525,Loyal Customers,178,5,825.9200000000002,3,18,4,453
15526,Others,4,1,148.44,1,182,4,411
15527,Loyal Customers,163,5,2429.779999999999,5,19,4,455
15528,Others,26,2,229.32999999999993,1,255,3,321
15529,Others,672,5,3995.2299999999973,5,23,3,355
15530,Others,108,4,1502.3500000000001,4,22,3,344
15531,Others,228,5,2007.4399999999994,4,90,1,154
15532,Others,256,5,1580.9300000000032,4,26,3,354
15533,Loyal Customers,83,4,807.5699999999997,3,20,4,443
15535,Loyal Customers,75,4,536.3999999999999,3,174,4,443
15537,Potential Loyalist,24,2,110.92000000000003,1,164,4,421
15539,Others,41,3,538.46,3,301,2,233
15540,Potential Loyalist,15,2,213.30000000000004,1,12,5,521
15541,Loyal Customers,29,3,85.13000000000002,1,115,5,531
15543,Others,28,2,127.85999999999999,1,289,3,321
15544,Loyal Customers,259,5,3546.709999999995,5,2,4,455
15545,Others,81,4,292.7199999999999,2,55,1,142
15547,Others,702,5,4954.839999999991,5,31,2,255
15549,Others,115,4,1693.26,4,78,1,144
15550,Others,61,4,575.63,3,38,2,243
15551,Others,29,3,436.05999999999995,2,274,3,332
15552,Potential Loyalist,17,2,90.12,1,188,4,421
15553,Others,56,3,437.22999999999985,2,61,1,132
15554,Potential Loyalist,14,2,217.2,1,160,4,421
15555,Champions,899,5,4805.169999999989,5,0,5,555
15556,Others,31,3,279.77,2,25,3,332
15557,Others,20,2,473.65,2,29,3,322
15561,Potential Loyalist,27,2,800.5900000000001,3,12,5,523
15562,Others,1,1,134.55,1,352,2,211
15563,Others,113,4,1400.4399999999998,4,23,3,344
15565,Others,8,1,173.15999999999997,1,51,2,211
15567,Others,7,1,186.01000000000002,1,19,4,411
15568,Others,53,3,758.2899999999998,3,45,2,233
15569,Others,31,3,1375.7100000000003,4,39,2,234
15570,Champions,323,5,4165.52,5,11,5,555
15571,Loyal Customers,57,3,650.43,3,12,5,533
15572,Others,215,5,2552.86,5,26,3,355
15573,Others,104,4,607.45,3,86,1,143
15574,Loyal Customers,168,5,702.2500000000001,3,178,4,453
15576,Others,45,3,940.6700000000002,3,302,2,233
15577,Others,39,3,258.8799999999998,2,33,2,232
15578,Others,13,1,127.1,1,163,4,411
15579,Others,51,3,348.5999999999999,2,303,2,232
15581,Others,150,5,3679.9700000000003,5,32,2,255
15582,Others,44,3,682.9100000000001,3,25,3,333
15584,Others,123,5,725.1099999999999,3,24,3,353
15585,Loyal Customers,31,3,455.30000000000007,2,177,4,432
15587,Others,9,1,913.6800000000002,3,31,2,213
15589,Others,29,3,478.53,2,256,3,332
15592,Others,24,2,388.58,2,47,2,222
15593,Lost,5,1,199.8,1,71,1,111
15594,Loyal Customers,103,4,1771.78,4,16,4,444
15596,Others,77,4,1406.5900000000004,4,96,1,144
15597,Others,22,2,324.57,2,243,3,322
15598,Others,14,2,240.68,1,54,1,121
15599,Others,52,3,761.74,3,27,3,333
15601,Champions,410,5,6776.559999999997,5,12,5,555
15602,Others,47,3,1297.8700000000003,4,23,3,334
15603,Lost,2,1,48.480000000000004,1,79,1,111
15604,Others,17,2,216.39000000000001,1,53,2,221
15605,Others,67,4,1198.23,4,31,2,244
15606,Loyal Customers,77,4,2920.1600000000003,5,2,4,445
15607,Others,13,1,104.76,1,162,4,411
15608,Others,60,4,1093.68,4,29,3,344
15609,Potential Loyalist,16,2,298.48,2,126,5,522
15610,Others,6,1,112.46,1,52,2,211
15611,Loyal Customers,43,3,1591.4500000000003,4,10,5,534
15612,Lost,6,1,195.15,1,91,1,111
15615,Champions,423,5,10399.739999999989,5,11,5,555
15618,Loyal Customers,45,3,776.8510000000002,3,123,5,533
15619,Others,3,1,336.40000000000003,2,11,5,512
15620,Others,100,4,1553.18,4,57,1,144
15621,Potential Loyalist,16,2,1293.0300000000002,4,12,5,524
15622,Others,185,5,3709.5600000000018,5,44,2,255
15623,Potential Loyalist,19,2,301.03,2,142,5,522
15624,Loyal Customers,34,3,588.1300000000001,3,117,5,533
15625,Loyal Customers,64,4,1534.26,4,104,5,544
15626,Others,49,3,675.8000000000001,3,75,1,133
15628,Others,155,5,2870.2400000000002,5,25,3,355
15630,Others,60,4,1186.35,4,46,2,244
15632,Loyal Customers,167,5,3285.310000000001,5,16,4,455
15634,Potential Loyalist,15,2,243.55,1,18,4,421
15636,Others,25,2,724.76,3,31,2,223
15637,Others,15,2,223.36,1,53,2,221
15639,Potential Loyalist,25,2,425.31999999999994,2,135,5,522
15640,Loyal Customers,484,5,12515.659999999982,5,17,4,455
15641,Loyal Customers,119,4,1887.2000000000005,4,106,5,544
15643,Others,33,3,664.0000000000002,3,310,2,233
15644,Loyal Customers,238,5,812.9999999999998,3,167,4,453
15645,Loyal Customers,52,3,612.0099999999998,3,19,4,433
15646,Loyal Customers,35,3,447.63999999999993,2,159,4,432
15648,Potential Loyalist,25,2,657.3499999999999,3,205,4,423
15649,Others,2,1,816,3,162,4,413
15651,Others,32,3,646.3000000000001,3,261,3,333
15652,Others,21,2,337.74,2,92,1,122
15653,Others,6,1,877.4399999999999,3,116,5,513
15654,Potential Loyalist,21,2,922.5300000000002,3,10,5,523
15655,Others,34,3,560.67,3,67,1,133
15656,Others,47,3,748.5000000000001,3,46,2,233
15657,Others,1,1,30,1,23,3,311
15658,Loyal Customers,48,3,1024.0999999999997,4,198,4,434
15659,Others,11,1,306.45000000000005,2,44,2,212
15660,Others,90,4,1600.86,4,26,3,344
15661,Others,5,1,309.8,2,223,3,312
15663,Others,9,1,138.14000000000001,1,107,5,511
15664,Others,17,2,386.43,2,51,2,222
15665,Others,116,4,2242.0100000000007,5,67,1,145
15667,Others,13,1,301.32000000000005,2,40,2,212
15668,Others,1,1,76.32000000000001,1,188,4,411
15669,Others,33,3,684.34,3,41,2,233
15670,Others,12,1,173.05,1,297,3,311
15671,Loyal Customers,78,4,2657.1300000000006,5,19,4,445
15673,Champions,155,5,2881.0200000000013,5,1,5,555
15674,Others,114,4,2446.6,5,66,1,145
15675,Others,21,2,323.69,2,82,1,122
15676,Loyal Customers,202,5,3435.7599999999998,5,19,4,455
15677,Others,33,3,657.23,3,50,2,233
15678,Others,12,1,352.70000000000005,2,53,2,212
15679,Others,110,4,781.2799999999999,3,25,3,343
15680,Loyal Customers,78,4,1333.6800000000003,4,10,5,544
15681,Others,53,3,1426.1599999999999,4,26,3,334
15683,Others,10,1,193.75,1,118,5,511
15687,Others,166,5,2993.099999999999,5,24,3,355
15689,Others,9,1,254.1,2,2,4,412
15690,Potential Loyalist,19,2,239.76000000000002,1,101,5,521
15691,Others,2,1,136.8,1,340,2,211
15692,Others,12,1,191.04000000000002,1,29,3,311
15694,Others,78,4,6479.399999999998,5,26,3,345
15695,Others,22,2,409.9800000000001,2,267,3,322
15696,Others,171,5,2736.4600000000005,5,80,1,155
15699,Potential Loyalist,18,2,309.6499999999999,2,18,4,422
15700,Loyal Customers,86,4,696.6799999999996,3,173,4,443
15701,Others,237,5,1542.14,4,74,1,154
15703,Others,5,1,211.5,1,265,3,311
15704,Loyal Customers,117,4,2293.6199999999994,5,127,5,545
15705,Others,6,1,143.10000000000002,1,202,4,411
15706,Others,55,3,1060.56,4,76,1,134
15707,Others,214,5,945.5799999999999,4,44,2,254
15708,Others,288,5,3364.2399999999984,5,41,2,255
15709,Others,6,1,133.25,1,341,2,211
15712,Loyal Customers,53,3,1072.3600000000001,4,10,5,534
15713,Potential Loyalist,19,2,356.7,2,144,5,522
15714,Loyal Customers,35,3,330.8799999999998,2,12,5,532
15716,Loyal Customers,118,4,1118.8100000000004,4,146,5,544
15717,Others,7,1,150.3,1,235,3,311
15719,Loyal Customers,937,5,5045.609999999998,5,152,4,455
15720,Others,128,5,598.7300000000001,3,25,3,353
15721,Loyal Customers,91,4,507.0799999999998,3,12,5,543
15722,Loyal Customers,69,4,2222.56,5,109,5,545
15723,Others,41,3,203.1,1,424,2,231
15724,Others,11,1,218.25,1,202,4,411
15725,Loyal Customers,32,3,415.2500000000001,2,16,4,432
15727,Others,302,5,5178.960000000001,5,9,1,155
15729,Others,5,1,85,1,35,2,211
15730,Loyal Customers,70,4,1120.8800000000003,4,123,5,544
15732,Others,14,2,294.11999999999995,2,35,2,222
15733,Others,10,1,162.3,1,310,2,211
15734,Potential Loyalist,26,2,1339.45,4,115,5,524
15737,Loyal Customers,72,4,1205.12,4,15,5,544
15738,Loyal Customers,173,5,4812.419999999996,5,19,4,455
15739,Others,8,1,449.12000000000006,2,244,3,312
15740,Others,9,1,154.88000000000002,1,50,2,211
15743,Loyal Customers,88,4,784.4600000000004,3,17,4,443
15744,Lost,3,1,34.8,1,78,1,111
15745,Loyal Customers,62,4,1094.59,4,20,4,444
15746,Potential Loyalist,28,2,196.87999999999997,1,135,5,521
15747,Loyal Customers,93,4,974.0399999999995,4,13,5,544
15748,Others,21,2,149.30999999999995,1,41,2,221
15749,At Risk,10,1,44534.3,5,39,2,215
15750,Loyal Customers,293,5,2465.479999999999,5,16,4,455
15752,Others,411,5,2637.3800000000024,5,40,2,255
15753,Others,1,1,79.2,1,130,5,511
15754,Others,28,2,458.57,2,52,2,222
15755,Champions,141,5,2364.2500000000023,5,1,5,555
15756,Others,192,5,532.9599999999995,3,64,1,153
15757,Loyal Customers,45,3,714.4200000000001,3,188,4,433
15758,Others,9,1,205.25,1,25,3,311
15759,Others,7,1,253.04000000000002,2,219,3,312
15762,Others,37,3,583.75,3,78,1,133
15763,Others,61,4,1086.9200000000003,4,78,1,144
15764,Champions,180,5,3279.9700000000003,5,1,5,555
15766,Others,11,1,315.05999999999995,2,183,4,412
15768,Potential Loyalist,27,2,621.83,3,116,5,523
15769,Others,130,5,56252.72000000001,5,41,2,255
15773,Others,10,1,635.6800000000001,3,242,3,313
15774,Others,25,2,270.8,2,303,2,222
15775,Others,7,1,104.9,1,128,5,511
15776,Potential Loyalist,18,2,241.62000000000003,1,134,5,521
15777,At Risk,21,2,1047.1100000000001,4,6,1,124
15780,Others,29,3,475.28000000000003,2,36,2,232
15781,Others,20,2,345.4600000000001,2,26,3,322
15782,Loyal Customers,43,3,2614.7400000000007,5,10,5,535
15783,Potential Loyalist,14,2,246.3,1,11,5,521
15785,Loyal Customers,83,4,2328.9700000000003,5,152,4,445
15786,Others,267,5,4932.2000000000035,5,47,2,255
15787,Others,206,5,948.0500000000001,4,27,3,354
15789,Others,25,2,351.3,2,359,2,222
15790,Loyal Customers,35,3,220.84999999999997,1,11,5,531
15791,Others,75,4,1612.6900000000003,4,44,2,244
15793,Others,12,1,965.6099999999999,4,15,5,514
15795,Loyal Customers,42,3,610.0100000000001,3,150,4,433
15796,Loyal Customers,133,5,2711.5599999999995,5,18,4,455
15797,At Risk,8,1,2207.4,5,96,1,115
15799,Others,98,4,884.1400000000002,3,76,1,143
15800,Loyal Customers,119,4,699.0800000000002,3,108,5,543
15801,Others,64,4,1063.9499999999998,4,47,2,244
15802,Others,1,1,451.42,2,143,5,512
15803,Others,8,1,415.82,2,52,2,212
15804,Champions,263,5,4206.389999999997,5,12,5,555
15805,Others,301,5,5528.479999999997,5,24,3,355
15806,Others,31,3,784.5799999999999,3,47,2,233
15807,Others,48,3,903.9000000000001,3,51,2,233
15808,Loyal Customers,208,5,3734.970000000001,5,191,4,455
15809,Others,35,3,515.7699999999999,3,69,1,133
15810,Others,89,4,1391.9799999999998,4,79,1,144
15811,Others,133,5,2218.6199999999994,5,23,3,355
15812,Others,41,3,1801.14,4,33,2,234
15813,Loyal Customers,40,3,1303.9099999999999,4,208,4,434
15814,Loyal Customers,72,4,1945.3300000000004,4,17,4,444
15815,Others,49,3,2100.6000000000004,5,35,2,235
15819,Others,123,5,1905.45,4,50,2,254
15820,Others,17,2,206.98000000000002,1,320,2,221
15821,Others,62,4,570.96,3,45,2,243
15822,Loyal Customers,33,3,885.4699999999999,3,181,4,433
15823,Lost,1,1,15,1,666,1,111
15825,Potential Loyalist,20,2,532.94,3,173,4,423
15826,Others,68,4,1654.31,4,57,1,144
15827,Others,115,4,1836.0900000000008,4,74,1,144
15829,Loyal Customers,51,3,636.14,3,141,5,533
15830,Others,39,3,576,3,302,2,233
15831,Loyal Customers,68,4,801.7599999999999,3,0,5,543
15832,Others,54,3,836.7899999999998,3,255,3,333
15834,Others,273,5,2233.749999999999,5,71,1,155
15835,Others,50,3,954.0899999999996,4,45,2,234
15836,Others,10,1,137.37,1,51,2,211
15837,Potential Loyalist,24,2,391.97999999999996,2,183,4,422
15838,Champions,167,5,33643.08,5,12,5,555
15839,Others,62,4,1048.4900000000002,4,81,1,144
15840,Potential Loyalist,27,2,355.56,2,0,5,522
15841,Others,47,3,1224.0600000000004,4,73,1,134
15843,Lost,8,1,118.95,1,99,1,111
15844,Others,11,1,130.74,1,47,2,211
15845,Loyal Customers,138,5,3711.7699999999995,5,18,4,455
15847,Others,22,2,389.27,2,289,3,322
15850,Loyal Customers,97,4,238.85000000000002,1,20,4,441
15852,Potential Loyalist,22,2,160.71,1,187,4,421
15853,Others,30,3,110.80000000000001,1,52,2,231
15854,Others,140,5,2974.6499999999974,5,87,1,155
15855,Others,80,4,712.2399999999997,3,95,1,143
15856,Others,645,5,16387.570000000003,5,33,2,255
15857,Potential Loyalist,14,2,297,2,19,4,422
15858,Loyal Customers,191,5,1438.8500000000008,4,16,4,454
15860,Others,142,5,977.2099999999992,4,41,2,254
15861,Champions,546,5,3165.360000000001,5,13,5,555
15862,Loyal Customers,147,5,832.88,3,113,5,553
15863,Others,18,2,68.84,1,26,3,321
15864,Others,20,2,1936.3200000000002,4,23,3,324
15865,Loyal Customers,40,3,895.1300000000002,3,1,5,533
15866,Loyal Customers,45,3,230.52999999999994,1,102,5,531
15867,Others,461,5,3812.6399999999985,5,23,3,355
15869,Potential Loyalist,15,2,149.64,1,160,4,421
15870,Loyal Customers,76,4,354.0899999999999,2,152,4,442
15872,Loyal Customers,128,5,360.9299999999999,2,15,5,552
15874,Loyal Customers,120,4,4405.879999999999,5,128,5,545
15877,Loyal Customers,129,5,493.28,3,18,4,453
15880,Others,105,4,343.28,2,577,1,142
15881,Others,29,3,501.39,3,313,2,233
15882,Potential Loyalist,23,2,516.3599999999999,3,199,4,423
15883,Loyal Customers,49,3,396.47999999999996,2,151,4,432
15885,Potential Loyalist,18,2,379.34999999999997,2,123,5,522
15886,Lost,12,1,181.09,1,61,1,111
15888,Lost,12,1,168.31,1,81,1,111
15889,Loyal Customers,93,4,446.8699999999998,2,186,4,442
15891,Others,62,4,524.52,3,227,3,343
15894,Others,41,3,263.54999999999995,2,254,3,332
15895,Others,11,1,179.17,1,150,4,411
15897,Potential Loyalist,24,2,222.05,1,195,4,421
15898,Loyal Customers,86,4,1388.8799999999999,4,120,5,544
15899,Lost,4,1,56.25,1,546,1,111
15900,Others,51,3,351.1099999999999,2,24,3,332
15901,Loyal Customers,116,4,363.8799999999999,2,17,4,442
15903,Loyal Customers,74,4,5126.76,5,10,5,545
15904,Others,30,3,164.67999999999998,1,332,2,231
15906,Loyal Customers,150,5,1567.6900000000014,4,20,4,454
15907,Loyal Customers,249,5,967.4499999999998,4,177,4,454
15909,Others,7,1,191.93999999999997,1,174,4,411
15910,Loyal Customers,267,5,1232.1799999999996,4,16,4,454
15912,Potential Loyalist,19,2,264.62,2,179,4,422
15916,Loyal Customers,155,5,1528.0900000000006,4,17,4,454
15917,Others,12,1,123.10000000000001,1,189,4,411
15918,Others,40,3,334.23,2,272,3,332
15919,Loyal Customers,143,5,639.89,3,20,4,453
15920,Loyal Customers,60,4,167.49999999999997,1,125,5,541
15921,Potential Loyalist,25,2,336.03000000000003,2,173,4,422
15922,Lost,11,1,369.50000000000006,2,697,1,112
15923,Others,21,2,127.08000000000003,1,666,1,121
15925,Others,12,1,207.15,1,195,4,411
15930,Others,21,2,426.63000000000017,2,275,3,322
15932,Loyal Customers,115,4,2495.870000000001,5,1,5,545
15933,Others,74,4,1107.4600000000003,4,22,3,344
15935,Lost,12,1,416.8600000000001,2,6,1,112
15937,Others,7,1,145.35,1,183,4,411
15938,Potential Loyalist,18,2,404.58,2,113,5,522
15939,Others,76,4,6115.009999999999,5,4,2,245
15940,Others,1,1,35.8,1,342,2,211
15942,Potential Loyalist,14,2,337.43999999999994,2,134,5,522
15944,Others,6,1,325.1,2,129,5,512
15945,Others,2,1,181,1,454,2,211
15947,Others,29,3,1708.2400000000002,4,83,1,134
15948,Others,60,4,955.2400000000001,4,44,2,244
15949,Potential Loyalist,19,2,364.7199999999999,2,17,4,422
15950,Others,98,4,1765.509999999999,4,79,1,144
15951,Others,41,3,708.2200000000001,3,286,3,333
15952,Loyal Customers,91,4,806.5699999999998,3,182,4,443
15953,Others,98,4,1659.3799999999999,4,5,2,244
15955,Others,183,5,4416.260000000002,5,25,3,355
15957,Loyal Customers,42,3,428.88999999999993,2,121,5,532
15958,Lost,7,1,104.35,1,75,1,111
15963,Potential Loyalist,28,2,470.7600000000001,2,20,4,422
15965,Loyal Customers,122,5,845.6399999999999,3,18,4,453
15967,Others,84,4,418.8299999999999,2,24,3,342
15969,Others,20,2,666.0999999999999,3,50,2,223
15970,Lost,11,1,314.1,2,99,1,112
15971,Loyal Customers,35,3,4199.85,5,1,5,535
15973,Others,4,1,307.82,2,485,2,212
15974,Others,176,5,3442.15,5,5,2,255
15975,Others,24,2,371.01,2,85,1,122
15976,Loyal Customers,98,4,430.93999999999977,2,166,4,442
15977,Loyal Customers,65,4,1054.7299999999996,4,18,4,444
15978,Others,49,3,1098.7800000000002,4,78,1,134
15980,Loyal Customers,43,3,2398.8599999999997,5,1,5,535
15981,Others,97,4,3408.4799999999987,5,6,1,145
15983,Others,113,4,1475.02,4,23,3,344
15984,Others,270,5,2837.6700000000005,5,72,1,155
15985,Loyal Customers,37,3,1142.42,4,124,5,534
15986,Others,14,2,168.12,1,90,1,121
15987,Champions,140,5,1451.2800000000004,4,13,5,554
15988,Potential Loyalist,27,2,158.03000000000003,1,20,4,421
15990,Others,52,3,792.11,3,45,2,233
15992,Others,3,1,41.989999999999995,1,181,4,411
15993,Loyal Customers,552,5,2797.5699999999983,5,17,4,455
15994,Others,35,3,427.07000000000005,2,55,1,132
15996,Champions,130,5,1060.6799999999994,4,1,5,554
15998,Others,506,5,3089.969999999999,5,88,1,155
16000,Others,9,1,12393.7,5,151,4,415
16003,Others,103,4,2735.3700000000003,5,60,1,145
16005,Loyal Customers,218,5,615.389999999999,3,13,5,553
16006,Others,8,1,101.39999999999999,1,5,2,211
16007,Others,385,5,1701.939999999998,4,4,2,254
16008,Others,33,3,478.7800000000001,2,24,3,332
16009,Others,90,4,992.7099999999999,4,23,3,344
16010,Loyal Customers,86,4,407.49999999999994,2,128,5,542
16011,Loyal Customers,212,5,3362.7100000000023,5,2,4,455
16012,Loyal Customers,94,4,1415.2899999999997,4,156,4,444
16013,Loyal Customers,139,5,37130.6,5,2,4,455
16014,Others,145,5,662.3799999999999,3,64,1,153
16015,Others,182,5,705.3899999999996,3,27,3,353
16016,Loyal Customers,235,5,1508.7600000000014,4,16,4,454
16017,Others,32,3,211.87999999999994,1,48,2,231
16018,Others,28,2,408.90000000000003,2,4,2,222
16019,Others,160,5,3786.239999999999,5,47,2,255
16020,Loyal Customers,46,3,851.0100000000001,3,17,4,433
16022,Others,76,4,628.2800000000001,3,261,3,343
16023,Others,101,4,719.81,3,47,2,243
16024,Loyal Customers,64,4,251.23999999999992,2,13,5,542
16025,Others,28,2,439.66,2,60,1,122
16026,Others,32,3,236.09000000000006,1,44,2,231
16027,Others,16,2,934.62,3,69,1,123
16029,Others,242,5,81024.84000000001,5,30,3,355
16030,Others,29,3,331.24000000000007,2,283,3,332
16031,Loyal Customers,100,4,548.9399999999999,3,123,5,543
16033,Others,1137,5,8816.399999999987,5,5,2,255
16034,Others,22,2,437.69999999999993,2,39,2,222
16036,Others,55,3,758.9199999999994,3,88,1,133
16037,Loyal Customers,39,3,855.0200000000001,3,130,5,533
16038,Potential Loyalist,26,2,471.7799999999999,2,178,4,422
16040,Loyal Customers,65,4,1313.5500000000006,4,149,5,544
16041,At Risk,6,1,3166.4,5,90,1,115
16042,Others,71,4,1197.2700000000002,4,23,3,344
16043,Others,39,3,773.9900000000004,3,5,2,233
16045,Loyal Customers,83,4,1340.7000000000003,4,2,4,444
16048,Lost,8,1,256.44000000000005,2,697,1,112
16049,Others,312,5,1111.7899999999993,4,41,2,254
16050,Others,10,1,137.9,1,174,4,411
16052,Others,34,3,362.06000000000006,2,55,1,132
16053,Others,84,4,1511.9499999999996,4,93,1,144
16054,Loyal Customers,70,4,783.8999999999999,3,146,5,543
16055,Others,8,1,134.8,1,280,3,311
16056,Others,68,4,664.85,3,46,2,243
16057,Others,121,4,2263.12,5,5,2,245
16059,Others,180,5,1459.8600000000008,4,72,1,154
16062,Others,64,4,1153.6199999999992,4,6,1,144
16063,Others,23,2,335.32000000000005,2,261,3,322
16065,Others,74,4,372.0900000000001,2,454,2,242
16066,Loyal Customers,102,4,1521.8700000000001,4,17,4,444
16070,Others,33,3,852.15,3,23,3,333
16071,Others,21,2,326.24000000000007,2,45,2,222
16072,Others,23,2,584.3199999999999,3,289,3,323
16073,Others,1,1,122.39999999999999,1,298,3,311
16076,Others,129,5,2234.729999999999,5,23,3,355
16078,Others,1,1,79.2,1,341,2,211
16079,Potential Loyalist,21,2,1352.0000000000002,4,17,4,424
16080,Lost,10,1,217.16000000000003,1,68,1,111
16081,Others,227,5,2806.9000000000005,5,57,1,155
16083,Loyal Customers,31,3,1317.6200000000003,4,101,5,534
16084,Others,38,3,436.17999999999995,2,300,2,232
16085,Champions,167,5,981.5099999999999,4,0,5,554
16086,Others,39,3,1121.39,4,30,3,334
16091,Potential Loyalist,18,2,315.06000000000006,2,125,5,522
16092,Loyal Customers,51,3,817.86,3,115,5,533
16093,Others,1,1,17,1,107,5,511
16094,Loyal Customers,63,4,1078.2299999999998,4,12,5,544
16096,Others,12,1,320.62,2,265,3,312
16097,Others,10,1,185.05,1,241,3,311
16098,Others,67,4,2005.6300000000003,4,88,1,144
16099,Others,39,3,731.8999999999999,3,51,2,233
16101,Others,76,4,1290.7,4,71,1,144
16102,Others,57,3,1842.1400000000003,4,43,2,234
16103,Others,48,3,1429.6399999999999,4,80,1,134
16104,Others,29,3,302.36,2,91,1,132
16105,Others,13,1,336.96,2,220,3,312
16106,Others,6,1,108.38,1,214,4,411
16107,Loyal Customers,31,3,3204.16,5,18,4,435
16108,Others,48,3,842.5,3,85,1,133
16109,Others,18,2,611.88,3,219,3,323
16110,Others,354,5,1337.4800000000016,4,46,2,254
16112,Others,16,2,195.74,1,70,1,121
16113,Others,30,3,161.38000000000002,1,95,1,131
16114,Others,8,1,135.75000000000003,1,171,4,411
16115,Others,284,5,1667.9700000000018,4,4,2,254
16116,Others,34,3,612.7800000000001,3,5,2,233
16117,Others,30,3,232.21,1,279,3,331
16119,Others,16,2,423.36,2,73,1,122
16120,Others,30,3,1309.14,4,30,3,334
16121,Others,212,5,867.1099999999998,3,58,1,153
16122,Others,38,3,684.42,3,39,2,233
16123,Others,16,2,307.78,2,52,2,222
16124,Others,11,1,249,1,318,2,211
16125,Others,13,1,289.35,2,516,2,212
16126,Others,117,4,6287.770000000002,5,60,1,145
16127,Others,40,3,656.2500000000001,3,40,2,233
16128,Loyal Customers,89,4,1880.22,4,18,4,444
16131,Others,78,4,3506.5400000000013,5,52,2,245
16133,Loyal Customers,339,5,14589.039999999997,5,17,4,455
16134,Others,35,3,618.0900000000001,3,22,3,333
